clip_name label
/home/ubuntu/hryu/data/train/train26863.png 1
/home/ubuntu/hryu/data/train/train610.png 0
/home/ubuntu/hryu/data/train/train15434.png 0
/home/ubuntu/hryu/data/train/train4185.png 0
/home/ubuntu/hryu/data/train/train18105.png 0
/home/ubuntu/hryu/data/train/train13733.png 0
/home/ubuntu/hryu/data/train/train22262.png 0
/home/ubuntu/hryu/data/train/train12308.png 0
/home/ubuntu/hryu/data/train/train28169.png 0
/home/ubuntu/hryu/data/train/train20803.png 0
/home/ubuntu/hryu/data/train/train23443.png 0
/home/ubuntu/hryu/data/train/train28148.png 0
/home/ubuntu/hryu/data/train/train4453.png 1
/home/ubuntu/hryu/data/train/train15610.png 0
/home/ubuntu/hryu/data/train/train3274.png 0
/home/ubuntu/hryu/data/train/train29295.png 0
/home/ubuntu/hryu/data/train/train15403.png 0
/home/ubuntu/hryu/data/train/train27468.png 0
/home/ubuntu/hryu/data/train/train19682.png 1
/home/ubuntu/hryu/data/train/train26257.png 1
/home/ubuntu/hryu/data/train/train26416.png 0
/home/ubuntu/hryu/data/train/train9683.png 0
/home/ubuntu/hryu/data/train/train27813.png 0
/home/ubuntu/hryu/data/train/train28472.png 1
/home/ubuntu/hryu/data/train/train25502.png 0
/home/ubuntu/hryu/data/train/train1322.png 0
/home/ubuntu/hryu/data/train/train21582.png 0
/home/ubuntu/hryu/data/train/train28060.png 0
/home/ubuntu/hryu/data/train/train24651.png 0
/home/ubuntu/hryu/data/train/train27679.png 0
/home/ubuntu/hryu/data/train/train21138.png 0
/home/ubuntu/hryu/data/train/train1106.png 0
/home/ubuntu/hryu/data/train/train7132.png 1
/home/ubuntu/hryu/data/train/train7947.png 0
/home/ubuntu/hryu/data/train/train8078.png 0
/home/ubuntu/hryu/data/train/train25987.png 1
/home/ubuntu/hryu/data/train/train19240.png 1
/home/ubuntu/hryu/data/train/train2162.png 0
/home/ubuntu/hryu/data/train/train21163.png 0
/home/ubuntu/hryu/data/train/train15874.png 0
/home/ubuntu/hryu/data/train/train18966.png 1
/home/ubuntu/hryu/data/train/train2606.png 1
/home/ubuntu/hryu/data/train/train22813.png 0
/home/ubuntu/hryu/data/train/train3560.png 1
/home/ubuntu/hryu/data/train/train9207.png 1
/home/ubuntu/hryu/data/train/train4977.png 1
/home/ubuntu/hryu/data/train/train1821.png 0
/home/ubuntu/hryu/data/train/train9086.png 0
/home/ubuntu/hryu/data/train/train20644.png 1
/home/ubuntu/hryu/data/train/train9387.png 0
/home/ubuntu/hryu/data/train/train8157.png 0
/home/ubuntu/hryu/data/train/train1556.png 0
/home/ubuntu/hryu/data/train/train10968.png 0
/home/ubuntu/hryu/data/train/train18313.png 0
/home/ubuntu/hryu/data/train/train15577.png 0
/home/ubuntu/hryu/data/train/train12865.png 0
/home/ubuntu/hryu/data/train/train11918.png 0
/home/ubuntu/hryu/data/train/train6285.png 1
/home/ubuntu/hryu/data/train/train5371.png 1
/home/ubuntu/hryu/data/train/train26399.png 1
/home/ubuntu/hryu/data/train/train17757.png 0
/home/ubuntu/hryu/data/train/train14574.png 0
/home/ubuntu/hryu/data/train/train16421.png 0
/home/ubuntu/hryu/data/train/train2860.png 1
/home/ubuntu/hryu/data/train/train6430.png 1
